PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONING_DISTRICT,ZONING_CLASSIFICATION,LOT,PLAN,BLOCK,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
029-435-919,LAND,683234540000,68323454,RT-5,Duplex,1,EPP35292,170,264A,,1604.0,13TH AVE E,V5N 2B8,LOT 1  BLOCK 170  PLAN EPP35292  DI,STRICT LOT 264A  NWD,,,,,,,,,2015.0,2015.0,,14,2023
014-363-518,LAND,741195880000,74119588,RS-1,One-Family Dwelling,14,VAP1725,5,639,,390.0,38TH AVE E,V5W 1H6,LOT 14  BLOCK 5  PLAN VAP1725  DIST,RICT LOT 639  NEW WESTMINSTER,,,,1816000.0,59900.0,2022.0,1515000.0,56900.0,1924.0,1975.0,6794.77,16,2022
024-404-004,STRATA,579190930074,57919093,CD-1 (361),Comprehensive Development,74,LMS3818,,196,424,289.0,ALEXANDER ST,V6A 4H6,LOT 74  PLAN LMS3818  DISTRICT LOT,"196  NWD GROUP 1, & DL 4281; TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,450000.0,158000.0,2020.0,509000.0,160000.0,1999.0,1999.0,1782.88,13,2020
029-848-831,STRATA,138600890303,13860089,CD-1 (525),Comprehensive Development,303,EPS3242,54,541,3510,777.0,RICHARDS ST,V6B 0M6,"STRATA LOT 303, BLOCK 54, PLAN EPS3","242, DISTRICT LOT 541, GROUP 1, NEW","WESTMINSTER LAND DISTRICT, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,759000.0,491000.0,2021.0,827000.0,481000.0,2016.0,2016.0,3653.13,26,2021
028-572-408,STRATA,592115090102,59211509,CD-1 (468),Comprehensive Development,102,EPS390,,185,203,1477.0,PENDER ST W,V6G 2S3,LOT 102  PLAN EPS390  DISTRICT LOT,"185  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,683000.0,269000.0,2023.0,655000.0,276000.0,2011.0,2011.0,,26,2023
003-318-591,STRATA,747079350009,74707935,RM-3,Multiple Dwelling,9,VAS86,,526,301,2275.0,40TH AVE W,V6M 1W7,LOT 9  PLAN VAS86  DISTRICT LOT 526,NEW WESTMINSTER UNDIV 425/4402 SH,ARE IN COM PROP THEREIN.,,,765000.0,44900.0,2023.0,729000.0,46400.0,1973.0,1973.0,,5,2023
009-519-271,LAND,712302140000,71230214,RS-1,One-Family Dwelling,14,VAP9709,,,,3408.0,TANNER ST,V5R 5P2,LOT 14  PLAN VAP9709  NWD BLOCK 94,"& 95, DISTRICT LOT 36 & 51.",,,,1274000.0,172000.0,2021.0,1183000.0,177000.0,1958.0,1980.0,5941.95,23,2021
029-880-548,STRATA,590259570029,59025957,C-2C1,Commercial,29,EPS3392,40,184,306,2141.0,HASTINGS ST E,V5L 1V2,LOT 29  BLOCK 40  PLAN EPS3392  DIS,"TRICT LOT 184  NWD GROUP 1, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,TITLEMENT OF THE STRATA LOT AS SHOW,401000.0,202000.0,2023.0,362000.0,219000.0,2016.0,2016.0,,14,2023
025-479-989,STRATA,138604990208,13860499,DD,Comprehensive Development,208,LMS4383,,541,906,969.0,RICHARDS ST,V6B 1A8,"STRATA LOT 208, PLAN LMS4383, DISTR","ICT LOT 541, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,433000.0,216000.0,2021.0,384000.0,212000.0,2002.0,2002.0,1896.71,29,2021
010-202-145,LAND,695308190000,69530819,RS-1,One-Family Dwelling,47,VAP8268,12,THSL,,3419.0,NORMANDY DR,V5M 4E4,LOT 47  BLOCK 12  PLAN VAP8268  DIS,TRICT LOT THSL  NEW WESTMINSTER SEC,TION 40 & 41.,,,1189000.0,373000.0,2020.0,1323000.0,348000.0,2004.0,2004.0,6319.91,22,2020
008-453-951,LAND,638035470000,63803547,RS-1,One-Family Dwelling,15,VAP7743,C,538,,3851.0,3RD AVE W,V6R 1M5,LOT 15  BLOCK C  PLAN VAP7743  DIST,RICT LOT 538  NEW WESTMINSTER,,,,4059000.0,1396000.0,2022.0,3714000.0,1330000.0,2010.0,2010.0,24380.9,1,2022
005-643-201,STRATA,643087250005,64308725,RM-4,Multiple Dwelling,5,VAS700,,526,105,2173.0,6TH AVE W,V6K 1V5,LOT 5  PLAN VAS700  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 63/2073 SH,ARE IN COM PROP THEREIN.,,,619000.0,52800.0,2023.0,535000.0,55100.0,1980.0,1980.0,,2,2023
003-628-353,STRATA,664122580017,66412258,RM-3,Multiple Dwelling,17,VAS181,,526,302,1640.0,11TH AVE W,V6J 2B9,LOT 17  PLAN VAS181  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 865/16150,SHARE IN COM PROP THEREIN.,,,617000.0,55000.0,2022.0,548000.0,48900.0,1975.0,1975.0,1809.65,7,2022
019-109-407,STRATA,758163250047,75816325,CD-1 (713),Comprehensive Development,47,LMS1751,,526,401,688.0,FAIRCHILD RD,V5Z 4P7,LOT 47  PLAN LMS1751  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 1211/125,276 FOR SHARE IN COM PROP THEREIN.,,,780000.0,392000.0,2022.0,786000.0,395000.0,1994.0,1994.0,3156.11,11,2022
003-274-845,STRATA,670120940011,67012094,RM-3,Multiple Dwelling,11,VAS62,,526,111,1720.0,12TH AVE W,V6J 2E6,LOT 11  PLAN VAS62  DISTRICT LOT 52,6  NWD TOGETHER WITH AN INTEREST IN,THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,"TA LOT AS SHOWN ON FORM 1 OR V, AS",618000.0,177000.0,2021.0,600000.0,183000.0,1973.0,1973.0,2323.38,7,2021
027-892-166,STRATA,602156080204,60215608,DD,Comprehensive Development,204,BCS3407,,541,302,233.0,ROBSON ST,V6B 0E8,LOT 204  PLAN BCS3407  DISTRICT LOT,"541  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,477000.0,264000.0,2022.0,457000.0,253000.0,2009.0,2009.0,1995.46,26,2022
008-683-956,LAND,645184850000,64518485,I-1,Industrial,B,13249,31,200A,,65.0,6TH AVE E,V5T 1J3,LOT B  BLOCK 31  PLAN 13249  DISTRI,CT LOT 200A  NEW WESTMINSTER,,,,6282000.0,6400.0,2022.0,5721000.0,6200.0,1969.0,1970.0,58490.3,13,2022
028-786-955,STRATA,589118930060,58911893,CD-1 (364),Comprehensive Development,60,EPS677,,,2103,277.0,THURLOW ST,V6C 0C1,LOT 60  PLAN EPS677  NWD PUBLIC HAR,"BOUR BURRARD INLET, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,3186000.0,1287000.0,2021.0,3260000.0,1259000.0,2012.0,2012.0,16964.3,28,2021
011-571-977,LAND,747182320000,74718232,RS-1,Single Detached House,5,VAP4381,1004A,526,,70.0,40TH AVE W,V5Y 2R1,LOT 5  BLOCK 1004A  PLAN VAP4381  D,ISTRICT LOT 526  NWD OF LOT 1.,,,,2300000.0,167000.0,2023.0,2200000.0,172000.0,1941.0,1980.0,,9,2023
025-435-469,STRATA,646124040019,64612404,C-3A,Commercial,19,LMS4708,,526,1104,1570.0,7TH AVE W,V6J 5M1,LOT 19  PLAN LMS4708  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 75/1762,SHARE IN COM PROP THEREIN.,,,498000.0,216000.0,2020.0,553000.0,219000.0,2002.0,2002.0,2088.94,7,2020
029-956-111,STRATA,600118510030,60011851,CD-1 (446),Comprehensive Development,30,EPS2884,,185,2802,1151.0,GEORGIA ST W,V6E 0B3,LOT 30  PLAN EPS2884  DISTRICT LOT,"185  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1123000.0,714000.0,2022.0,1007000.0,640000.0,2016.0,2016.0,4946.92,26,2022
004-407-024,STRATA,594251680009,59425168,RM-4,Multiple Dwelling,9,VAS969,,183,207,1864.0,FRANCES ST,V5L 1Z7,LOT 9  PLAN VAS969  DISTRICT LOT 18,3  NEW WESTMINSTER UNDIV 518/16812,SHARE IN COM PROP THEREIN.,,,481000.0,51800.0,2023.0,404000.0,58700.0,1981.0,1981.0,,14,2023
026-882-949,STRATA,156604070540,15660407,DD,Comprehensive Development,540,BCS2103,,541,2404,928.0,HOMER ST,V6B 1T7,LOT 540  PLAN BCS2103  DISTRICT LOT,541  NEW WESTMINSTER GROUP 1.,,,,497000.0,167000.0,2020.0,568000.0,169000.0,2006.0,2006.0,1942.64,29,2020
030-889-421,STRATA,606162930548,60616293,CD-1 (593),Comprehensive Development,548,EPS5890,,FC,2906,89.0,NELSON ST,V6Z 0E7,LOT 548  PLAN EPS5890  DISTRICT LOT,FC  NWD  BCAGROUP 1 TOGETHER WITH,AN INTEREST IN THE COMMON PROPERTY,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,890000.0,256000.0,2023.0,865000.0,248000.0,2019.0,2019.0,,26,2023
029-081-955,STRATA,638179040271,63817904,CD-1 (462),Comprehensive Development,271,EPS1197,,200A,1211,168.0,1ST AVE W,V5Y 0H6,LOT 271  PLAN EPS1197  DISTRICT LOT,"200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,507000.0,208000.0,2023.0,455000.0,202000.0,2013.0,2013.0,,13,2023
015-416-704,LAND,646040070000,64604007,RM-4,Multiple Dwelling,13,VAP229,37,540,,3675.0,7TH AVE W,V6R 1W5,LOT 13  BLOCK 37  PLAN VAP229  DIST,RICT LOT 540  NEW WESTMINSTER PART,"E 1/2, LOT 13, BLOCK 37, PLAN VAP22","9, PART W 1/2, DISTRICT LOT 540, NE","W WESTMINSTER LAND DISTRICT, EX N10",8624000.0,6040000.0,2021.0,9360000.0,5073000.0,1965.0,1965.0,44309.5,2,2021
031-067-247,STRATA,830310800181,83031080,CD-1 (566),Comprehensive Development,181,EPS6575,,331,801,8533.0,RIVER DISTRICT CROSS,V5S 0H2,STRATA LOT 181  PLAN EPS6575  DISTR,ICT LOT 331  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,480000.0,294000.0,2022.0,488000.0,299000.0,2020.0,2020.0,2084.32,18,2022
025-705-083,STRATA,592116040135,59211604,DD,Comprehensive Development,135,BCS460,,185,2406,1328.0,PENDER ST W,V6E 4T1,"STRATA LOT 135, PLAN BCS460, DISTRI","CT LOT 185, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,833000.0,319000.0,2021.0,909000.0,312000.0,2003.0,2003.0,3366.71,26,2021
014-361-400,LAND,769190280000,76919028,RS-1,One-Family Dwelling,24,VAP1748,6,648,,228.0,48TH AVE E,V5W 2E1,LOT 24  BLOCK 6  PLAN VAP1748  DIST,RICT LOT 648  NWD GROUP 1.,,,,1189000.0,358000.0,2020.0,1395000.0,344000.0,2006.0,2006.0,6199.04,16,2020
029-880-670,STRATA,590259570042,59025957,C-2C1,Commercial,42,EPS3392,40,184,408,2141.0,HASTINGS ST E,V5L 1V2,LOT 42  BLOCK 40  PLAN EPS3392  DIS,"TRICT LOT 184  NWD GROUP 1, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,TITLEMENT OF THE STRATA LOT AS SHOW,303000.0,176000.0,2020.0,305000.0,178000.0,2016.0,2016.0,1307.79,14,2020
027-171-787,STRATA,161599940076,16159994,CD-1 (415),Comprehensive Development,76,BCS2478,,FC,1506,111.0,GEORGIA ST W,V6B 1T8,"STRATA LOT 76, PLAN BCS2478, DISTRI","CT LOT FC, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,498000.0,224000.0,2021.0,503000.0,221000.0,2007.0,2007.0,2110.04,26,2021
012-579-939,LAND,689197200000,68919720,RT-2,Two-Family Dwelling,E,VAP3587,94,301,,420.0,16TH AVE E,V5T 2T9,LOT E  BLOCK 94  PLAN VAP3587  DIST,RICT LOT 301  NWD,,,,1469000.0,106000.0,2022.0,1226000.0,93500.0,1982.0,1982.0,6029.37,15,2022
003-477-037,STRATA,646195970020,64619597,RM-4,Multiple Dwelling,20,VAS139,,200A,307,391.0,7TH AVE E,V5T 4H1,LOT 20  PLAN VAS139  DISTRICT LOT 2,00A  NEW WESTMINSTER UNDIV 4354/100,000 SHARE IN COM PROP THEREIN.,,,540000.0,39400.0,2023.0,489000.0,44000.0,1974.0,1974.0,,13,2023
024-704-954,STRATA,590118940113,59011894,CD-1 (409),Comprehensive Development,113,LMS4107,,185,1110,1128.0,HASTINGS ST W,V6E 4R5,LOT 113  PLAN LMS4107  DISTRICT LOT,185  NEW WESTMINSTER UNDIV 334/325,467 SHARE IN COM PROP THEREIN.,,,287000.0,75800.0,2022.0,224000.0,75500.0,1999.0,2000.0,3363.65,26,2022
019-064-926,STRATA,650173930004,65017393,C-3A,Commercial,4,LMS1696,,302,106,223.0,BROADWAY W,V5Y 1P5,LOT 4  PLAN LMS1696  DISTRICT LOT 3,02  NEW WESTMINSTER UNDIV 502/8857,SHARE IN COM PROP THEREIN.,,,579000.0,63600.0,2020.0,579000.0,65400.0,1994.0,1994.0,4441.42,13,2020
015-249-654,LAND,665210470000,66521047,RT-5,Two-Family Dwelling,17,VAP486,157,264A,,747.0,11TH AVE E,V5T 2E4,LOT 17  BLOCK 157  PLAN VAP486  DIS,"TRICT LOT 264A  NWD OF LOT D, & PL",1771.,,,1390000.0,73600.0,2020.0,1570000.0,75800.0,1913.0,1965.0,6379.02,13,2020
013-231-863,STRATA,636070220001,63607022,RT-8,Two-Family Dwelling,1,VAS2370,,192,,2758.0,2ND AVE W,V6K 1K3,LOT 1  PLAN VAS2370  DISTRICT LOT 1,92  NWD UNDIV 1484/2759 SHARE IN CO,M PROP THEREIN TOGETHER WITH AN INT,EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,1587000.0,176000.0,2020.0,1773000.0,175000.0,1989.0,1989.0,6355.97,2,2020
027-991-245,STRATA,172589350229,17258935,CD-1 (450),Comprehensive Development,229,BCS3528,,OGT,2709,128.0,CORDOVA ST W,V6B 0E6,LOT 229  PLAN BCS3528  DISTRICT LOT,OGT  NWD TOGETHER WITH AN INTEREST,IN THE COMMON PROPERTY IN PROPORTI,ON TO THE UNIT ENTITLEMENT OF THE S,"TRATA LOT AS SHOWN ON FORM 1 OR V,",436000.0,135000.0,2021.0,406000.0,134000.0,2009.0,2009.0,1680.05,26,2021
026-829-843,STRATA,130595020340,13059502,CD-1 (414),Comprehensive Development,340,BCS2044,,541,2609,610.0,GRANVILLE ST,V6C 3T3,LOT 340  PLAN BCS2044  DISTRICT LOT,541  NEW WESTMINSTER GROUP 1.,,,,552000.0,192000.0,2021.0,529000.0,188000.0,2006.0,2006.0,2174.34,26,2021
029-816-262,STRATA,170825960229,17082596,CD-1 (535),Comprehensive Development,229,EPS3173,,311,3007,8131.0,NUNAVUT LANE,V5X 0E2,LOT 229  PLAN EPS3173  DISTRICT LOT,"311  NWD GROUP 1, & DL 323, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,609000.0,271000.0,2023.0,605000.0,279000.0,2016.0,2016.0,,12,2023
030-418-909,STRATA,319718020112,31971802,CD-1 (545),Comprehensive Development,112,EPS4621,,36,916,5470.0,ORMIDALE ST,V5R 0G6,LOT 112  PLAN EPS4621  DISTRICT LOT,"36  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,326000.0,181000.0,2021.0,338000.0,178000.0,2018.0,2018.0,1484.29,23,2021
016-747-259,STRATA,125832240002,12583224,RM-4,Multiple Dwelling,2,VAS2798,,318,102,8728.0,MARINE DR SW,V6P 6A4,LOT 2  PLAN VAS2798  DISTRICT LOT 3,18  NEW WESTMINSTER UNDIV 372/10000,SHARE IN COM PROP THEREIN.,,,617000.0,168000.0,2023.0,532000.0,187000.0,1991.0,1991.0,,12,2023
011-701-765,LAND,706040620000,70604062,RS-5,One-Family Dwelling,4,VAP4201,25,139,,3538.0,23RD AVE W,V6S 1K5,LOT 4  BLOCK 25  PLAN VAP4201  DIST,RICT LOT 139  NWD OF LOT 2.,,,,2500000.0,353000.0,2022.0,2200000.0,333000.0,1993.0,1999.0,9416.94,3,2022
027-478-386,STRATA,138600540116,13860054,DD,Comprehensive Development,116,BCS2835,,541,1907,788.0,RICHARDS ST,V6B 0C7,STRATA LOT 116  PLAN BCS2835  DISTR,ICT LOT 541  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,608000.0,182000.0,2023.0,590000.0,181000.0,2008.0,2008.0,,26,2023
013-318-314,LAND,250795270000,25079527,RT-2,Duplex,20,VAP2934,4,735,,6819.0,VICTORIA DR,V5P 3Y6,LOT 20  BLOCK 4  PLAN VAP2934  DIST,RICT LOT 735  NEW WESTMINSTER,,,,1586000.0,63100.0,2023.0,1368000.0,66400.0,1967.0,1967.0,,17,2023
030-461-456,STRATA,590217750237,59021775,CD-1 (561),Comprehensive Development,237,EPS4557,,181,903,983.0,HASTINGS ST E,V6A 0G9,LOT 237  PLAN EPS4557  DISTRICT LOT,"181  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,437000.0,216000.0,2023.0,384000.0,217000.0,2018.0,2018.0,,13,2023
029-481-929,STRATA,182638950028,18263895,CD-1 (531),Comprehensive Development,28,EPS2328,,200A,227,1783.0,MANITOBA ST,V5Y 0K1,"STRATA LOT 28, PLAN EPS2328, DISTRI","CT LOT 200A, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,510000.0,275000.0,2021.0,487000.0,270000.0,2015.0,2015.0,2294.37,13,2021
003-935-477,STRATA,632124530272,63212453,FCCDD,Comprehensive Development,272,VAS1291,,3610,509,1490.0,PENNYFARTHING DR,V6J 4Z3,LOT 272  PLAN VAS1291  DISTRICT LOT,3610  NEW WESTMINSTER UNDIV 949/11,8090 SHARE IN COM PROP THEREIN.,,,491000.0,401000.0,2022.0,552000.0,451000.0,1986.0,1986.0,2402.09,7,2022
031-454-151,STRATA,770270650129,77027065,CD-1 (685),Comprehensive Development,129,EPS7200,,393,503,2455.0,KINGSWAY,,STRATA LOT 129  PLAN EPS7200  DISTR,ICT LOT 393  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,,,,,,,,,23,2021
030-087-678,STRATA,645194050065,64519405,IC-3,Industrial,65,EPS4064,,200A,413,311.0,6TH AVE E,V5T 0G9,LOT 65  PLAN EPS4064  DISTRICT LOT,"200A  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,326000.0,206000.0,2020.0,353000.0,208000.0,2017.0,2017.0,1556.46,13,2020
012-337-722,LAND,607296300000,60729630,RS-1,One-Family Dwelling,5,VAP3672,84,THSL,,3228.0,CHARLES ST,V5K 3C1,LOT 5  BLOCK 84  SECTION 30  PLAN V,AP3672  DISTRICT LOT THSL  NWD,,,,1184000.0,261000.0,2020.0,1334000.0,259000.0,1993.0,1993.0,5791.61,21,2020
013-899-635,LAND,236728700000,23672870,RS-1,One-Family Dwelling,10,VAP2318,4,705,,4866.0,FLEMING ST,V5N 3W8,LOT 10  BLOCK 4  PLAN VAP2318  DIST,RICT LOT 705  NEW WESTMINSTER,,,,1281000.0,123000.0,2021.0,1121000.0,128000.0,1980.0,1980.0,5766.19,19,2021
010-111-042,LAND,196750930000,19675093,RS-1,One-Family Dwelling,28,VAP1637,G,643,,5895.0,SOPHIA ST,V5W 2W3,LOT 28  BLOCK G  PLAN VAP1637  DIST,RICT LOT 643  NEW WESTMINSTER,,,,1436000.0,174000.0,2021.0,1233000.0,178000.0,1989.0,1989.0,6394.23,16,2021
026-364-069,STRATA,120604040001,12060404,CD-1 (229),Comprehensive Development,1,BCS1433,,541,201,933.0,HORNBY ST,V6Z 3G4,LOT 1  PLAN BCS1433  DISTRICT LOT 5,41  NEW WESTMINSTER GROUP 1.,,,,335000.0,164000.0,2022.0,316000.0,155000.0,2005.0,2005.0,1343.95,26,2022
013-733-524,LAND,217721970000,21772197,RS-1,Single Detached House,16,VAP2479,,,,4597.0,WINDSOR ST,V5V 4P8,LOT 16  PLAN VAP2479  NEW WESTMINST,"ER BLOCK 8 NE QTR, DISTRICT LOT 391",& 392.,,,1783000.0,321000.0,2023.0,1689000.0,324000.0,1910.0,1990.0,,16,2023
025-851-209,STRATA,138616060163,13861606,CD-1 (366),Comprehensive Development,163,BCS679,,,2807,1438.0,RICHARDS ST,V6Z 3B8,LOT 163  PLAN BCS679  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV",52/17294 SHARE IN COM PROP THEREIN.,,,492000.0,202000.0,2022.0,482000.0,198000.0,2004.0,2004.0,1868.9,30,2022
015-015-068,LAND,664138570000,66413857,RM-3,Multiple Dwelling,15,VAP991,373,526,,1233.0,11TH AVE W,V6H 1K6,"LOT 14 TO 16, BLOCK 373, PLAN VAP99","1, DISTRICT LOT 526, NEW WESTMINSTE",R LAND DISTRICT.,,,11418000.0,4667000.0,2023.0,11418000.0,3734000.0,1969.0,1969.0,,7,2023
030-764-947,STRATA,654191930216,65419193,CD-1 (591),Comprehensive Development,216,EPS5422,119,301,520,2508.0,WATSON ST,V5T 3G9,LOT 216  BLOCK 119  PLAN EPS5422  D,ISTRICT LOT 301  NWD  BCAGROUP 1 TO,GETHER WITH AN INTEREST IN THE COMM,ON PROPERTY IN PROPORTION TO THE UN,IT ENTITLEMENT OF THE STRATA LOT AS,1087000.0,466000.0,2023.0,1038000.0,451000.0,2019.0,2019.0,,13,2023
027-991-041,STRATA,172589350209,17258935,CD-1 (450),Comprehensive Development,209,BCS3528,,OGT,2509,128.0,CORDOVA ST W,V6B 0E6,LOT 209  PLAN BCS3528  DISTRICT LOT,OGT  NWD TOGETHER WITH AN INTEREST,IN THE COMMON PROPERTY IN PROPORTI,ON TO THE UNIT ENTITLEMENT OF THE S,"TRATA LOT AS SHOWN ON FORM 1 OR V,",422000.0,133000.0,2022.0,428000.0,135000.0,2009.0,2009.0,1506.13,26,2022
012-961-825,LAND,210723610000,21072361,RT-2,Two-Family Dwelling,57,VAP3377,10,391,,4661.0,FRASER ST,V5V 4H1,LOT 57  BLOCK 10  PLAN VAP3377  DIS,TRICT LOT 391  NWD EXC THE E 7' & T,"HE W 3' NOW HWYS, OF LOTS 205 & 206",", TO BLK 13 & 22 TO 25, & DL 392.",,977000.0,81500.0,2020.0,1141000.0,81900.0,1955.0,1975.0,3505.83,16,2020
010-713-727,LAND,810135620000,81013562,RS-1,One-Family Dwelling,1,VAP7150,17A,526,,1322.0,57TH AVE W,V6P 1S8,LOT 1  BLOCK 17A  PLAN VAP7150  DIS,TRICT LOT 526  NWD OF LOT 19.,,,,2416000.0,84200.0,2020.0,2846000.0,82000.0,1946.0,1956.0,9029.79,10,2020
019-054-611,STRATA,828305620095,82830562,CD-1 (139),Comprehensive Development,95,LMS1354,,330,,8418.0,KEYSTONE ST,V5S 4S2,LOT 95  PLAN LMS1354  DISTRICT LOT,330  NEW WESTMINSTER UNDIV 156/1627,3 SHARE IN COM PROP THEREIN PHASE 2,.,,599000.0,267000.0,2022.0,505000.0,225000.0,1994.0,1994.0,2332.06,18,2022
023-598-701,STRATA,126606020045,12660602,DD,Comprehensive Development,45,LMS2586,,541,413,1010.0,HOWE ST,V6Z 1P5,LOT 45  PLAN LMS2586  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 45/7846,SHARE IN COM PROP THEREIN.,,,293000.0,129000.0,2021.0,278000.0,127000.0,1996.0,1996.0,1233.29,29,2021
024-240-061,STRATA,614157940013,61415794,CD-1 (297),Comprehensive Development,13,LMS3449,,,TH116,118.0,DRAKE ST,V6Z 2X1,LOT 13  PLAN LMS3449  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV",66/7348 SHARE IN COM PROP THEREIN.,,,1128000.0,541000.0,2020.0,1254000.0,547000.0,1998.0,1998.0,4882.96,30,2020
017-954-169,STRATA,617115970008,61711597,RM-5A,Multiple Dwelling,8,LMS575,,185,5A,1403.0,BEACH AVE,V6G 1Y3,LOT 8  PLAN LMS575  DISTRICT LOT 18,5  NEW WESTMINSTER UNDIV 1054/10000,SHARE IN COM PROP THEREIN.,,,1812000.0,629000.0,2022.0,1669000.0,580000.0,1992.0,1992.0,6573.46,27,2022
019-082-380,STRATA,255568350031,25556835,RM-3A,Multiple Dwelling,31,LMS1720,,184,307,2211.0,WALL ST,V5L 1G4,LOT 31  PLAN LMS1720  DISTRICT LOT,184  NEW WESTMINSTER UNDIV 191/1000,0 SHARE IN COM PROP THEREIN.,,,380000.0,105000.0,2020.0,361000.0,108000.0,1994.0,1994.0,1335.37,14,2020
014-963-078,LAND,710184410000,71018441,RS-7,One-Family Dwelling,6,VAP1168,1,630,,41.0,KING EDWARD AVE E,V5V 2B8,LOT 6  BLOCK 1  PLAN VAP1168  DISTR,ICT LOT 630  NWD PART S 1/2.,,,,1282000.0,125000.0,2021.0,1257000.0,107000.0,1930.0,1980.0,6308.95,15,2021
